ID,Latin_Name,Common_Name,Plant_Type,Bloom_Time,Size_at_Maturity,Suitable_Site_Conditions,Soil_Type,Water_Needs,Appropriate_Location,Additional_Characteristices_Notes,Humidity_Level_Min,Humidity_Level_Max,Temperature_Level_Min,Temperature_Level_Max,Water_Level_Min,Water_Level_Max,Light_Level_Min,Light_Level_Max
425,Monardella villosa franciscana,San Francisco coyote mint,Perennial,Spring;Summer,1-3 ft,Sun,Loam;Sand,None,Garden,,,,,,0,0,500,800
426,Carya illinoinensis,pecan,Tree (deciduous),Spring,> 24 ft,Sun,Loam;Sand,Moderate,Garden,,,,,,350,600,500,800
427,Melaleuca viridiflora rubriflora (Melaleuca quinquenervia),Cajeput tree,Tree (evergreen),Summer;Fall,Full Grown Tree,Sun,Clay;Loam;Sand,Low,Garden,,,,,,100,350,500,800
428,Melaleuca viminalis (Callistemon viminalis),Weeping bottle brush,Tree (evergreen),Spring;Summer;Fall;Winter,> 24 ft,Sun,Clay;Loam;Sand,Low,Garden,,,,,,100,350,500,800
429,Eucalyptus erythrocorys,red-cap gum,Tree (evergreen),Spring;Summer;Fall;Winter,> 24 ft,Sun,Clay;Loam;Sand,Low,Garden,,,,,,100,350,500,800
430,Eriogonum parvifolium,dune buckwheat,Perennial,Spring;Summer;Fall;Winter,1-3 ft,Sun,Clay;Loam;Sand,None,Garden;Roof,,,,,,0,0,500,800
431,Erigeron foliosus var. franciscensis,San Francisco leafy fleabane,Perennial,Summer;Fall,1-3 ft,Sun;Shade,Clay;Loam;Sand,None,Garden,,,,,,0,0,0,750
432,Elymus trachycaulus,slender wheatgrass,Grass,Spring,1-3 ft,Sun,Clay;Loam;Sand,Moderate,Garden,,,,,,350,600,500,800
433,Eleocharis palustris,creeping spikerush,Grass,Summer,1-3 ft,Sun,Clay;Loam;Sand,Moderate,Garden,,,,,,350,600,500,800
434,Dryopteris expansa,spreading wood fern,Fern,,1-3 ft,Part shade;Shade,Clay;Loam,Low,Garden,,,,,,100,350,,
435,Delphinium californicum,California larkspur,Perennial,Spring;Summer,4-6 ft,Sun,Clay;Loam;Sand,None,Garden,,,,,,0,0,500,800
436,Corymbia citriodora (Eucalyptus citriodora),lemon-scented gum,Tree (evergreen),Summer;Fall;Winter,> 24 ft,Sun,Clay;Loam;Sand,Low,Garden,,,,,,100,350,500,800
437,Cistus spp.,rockrose,Shrub (evergreen),Spring;Summer,4-6 ft,Sun;Part Shade,Loam;Sand,Low,Garden,,,,,,100,350,350,800
438,Chionanthus retusus,Chinese fringe tree,Tree (deciduous),Spring;Summer;Fall,Full Grown Tree,Sun,Loam,Low,Garden,,,,,,100,350,500,800
439,Chamaemelum nobile,chamomile,Perennial,Summer;Fall,1-3 ft,Sun;Part Shade,Clay;Loam;Sand,Low,Sidewalk;Garden,,,,,,100,350,350,800
440,Cerastium arvense,field chickweed,Perennial,Spring,1-3 ft,Sun,Clay;Loam;Sand,None,Garden,,,,,,0,0,500,800
441,Cephalanthus occidentalis,buttonbush,Shrub (deciduous),Fall,7-12 ft,Sun;Part Shade,Loam,Moderate,Garden,,,,,,350,600,350,800
442,Celtis laevigata,common hackberry,Tree (deciduous),Spring;Winter,> 24 ft,Sun;Part Shade,Loam,Low,Garden,,,,,,100,350,350,800
443,Casuarina cunninghamiana,river she-oak,Tree (deciduous),Spring;Summer,> 24 ft,Sun,Sand,Low,Garden,,,,,,100,350,500,800
444,Carex obnupta,slough sedge,Perennial,Spring,4-6 ft,Sun;Part Shade,Clay;Loam,Moderate,Garden,,,,,,350,600,350,800
445,Carex densa,dense sedge,Perennial,Spring;Summer,1-3 ft,Sun;Part Shade,Clay;Loam,Low,Garden,,,,,,100,350,350,800
446,Bouteloua gracilis,blue grama,Grass,Summer,< 1 ft,Sun,Clay;Loam;Sand,None,Garden,,,,,,0,0,500,800
447,Betula spp.,birch,Tree (deciduous),Spring,> 24 ft,Sun,Clay;Loam,Moderate,Garden,,,,,,350,600,500,800
448,Betula occidentalis,water birch,Tree (deciduous),Spring,7-12 ft,Sun,Clay;Loam,Moderate,Garden,,,,,,350,600,500,800
449,Berberis thunbergii,Japanese barberry,Shrub (deciduous),Spring,4-6 ft,Sun;Part Shade,Loam;Sand,Low,Garden,,,,,,100,350,350,800
450,Berberis aquifolium repens,creeping Oregon grape,Shrub (evergreen),Spring,1-3 ft,Sun;Part Shade,Clay;Loam,Low,Garden,,,,,,100,350,350,800
451,Berberis aquifolium,barberry;Mountain grape,Shrub (evergreen),Spring;Winter,4-6 ft,Sun;Part Shade;Shade,Loam;Sand,Low,Garden,,,,,,100,350,0,800
452,Baccharis salicifolia,mule-fat,Shrub (evergreen),Spring;Summer;Fall;Winter,7-12 ft,Sun,Clay;Loam;Sand,Low,Garden,,,,,,100,350,500,800
453,Extriplex californica,California saltbush,Perennial,Spring,1-3 ft,Sun,Clay,Low,Garden,,,,,,100,350,500,800
454,Eurybia radulina,rough-leaved aster,Perennial,Summer;Fall,1-3 ft,Sun,Clay;Loam;Sand,Low,Garden,,,,,,100,350,500,800
455,Asclepias speciosa,showy milkweed,Perennial,Summer,1-3 ft,Sun;Part Shade,Clay;Loam;Sand,Low,Garden,,,,,,100,350,350,800
456,Arctostaphylos tomentosa crustacea Arctostaphylos 'Emerald Carpet',Lake Merced brittleleaf manzanita,Shrub (evergreen),Spring;Winter,< 1 ft,Sun;Part Shade,Loam,Low,Garden,,,,,,100,350,350,800
457,Alopecurus saccatus,Pacific foxtail,Grass,Spring,1-3 ft,Sun,Clay;Loam,Low,Garden,,,,,,100,350,500,800
458,Agrostis hallii,Hall's bentgrass,Grass,Spring;Summer,1-3 ft,Sun,Clay;Loam;Sand,None,Garden,,,,,,0,0,500,800
459,Agrostis exarata,bentgrass,Grass,Spring,1-3 ft,Sun,Clay;Loam;Sand,Low,Garden,,,,,,100,350,500,800
460,Adiantum jordanii,California maidenhair fern,Fern,,1-3 ft,Part shade;Shade,Clay;Loam,Moderate,Garden,,,,,,350,600,,
461,Banksia integrifolia,Coastal Banksia,Tree (evergreen),Spring,> 24 ft,Sun,clay;Sand,Moderate,Sidewalk,,,,,,350,600,500,800
462,Brachychiton populneum,"Kurrajong, Bottle Tree",Tree (evergreen),Summer,> 24 ft,Sun,clay;Sand,Moderate,Sidewalk,,,,,,350,600,500,800
463,Cassia leptophylla,Gold Medallion Tree,Tree (evergreen),Summer,> 24 ft,Sun,,Low,Sidewalk,,,,,,100,350,500,800
464,Eucalyptus conferruminata - Eucalyptus Lehmanni,"Spider gum, bushy yate",Tree (deciduous),Spring;Summer,13-24 ft,,Sand;Loam,Low,Sidewalk,,,,,,100,350,,
465,Magnolia x soulangeana ‘Rustica Rubra’ and other varieties,saucer Magnolia,Tree (deciduous),Spring;Summer;Fall,13-24 ft,Sun;Shade,Clay,Moderate,Sidewalk,,,,,,350,600,0,750
466,Pittosporum eugenioides,"Lemonwood, Tarata",Shrub (evergreen),Spring,> 24 ft,Sun;Shade,,Low,Sidewalk,,,,,,100,350,0,750
467,Pittosporum rhombifolium (Auranticarpa rhombifolia),Diamond Leaf Pittosporum,Tree (evergreen),Spring;Summer,> 24 ft,Sun;Shade,,Moderate,Sidewalk,,,,,,350,600,0,750
468,Platanus x acerifolia ‘Liberty’,London Plane Tree,Tree (deciduous),,> 24 ft,Sun,,Moderate,Sidewalk,,,,,,350,600,500,800
469,Quercus frainetto ‘Forest Green’,Hungarian oak,Tree (deciduous),Spring,> 24 ft,Sun,Clay,Low,Sidewalk,,,,,,100,350,500,800
470,Quercus ilex,Holly oak,Tree (evergreen),Spring;Summer,> 24 ft,,Sand;Loam,Low,Sidewalk,,,,,,100,350,,
471,Quercus phellos,Willow Oak,Tree (deciduous),Spring;Summer,> 24 ft,Sun,Clay;Loam,Moderate,Sidewalk,,,,,,350,600,500,800
472,Quercus tomentella,Island Live Oak,Tree (evergreen),Spring;Summer,> 24 ft,Sun;Shade,Sand;Loam,Low,Sidewalk,,,,,,100,350,0,750
473,Quercus virginiana,Virginia Live Oak,Tree (evergreen),Spring,> 24 ft,,Clay;Loam;Sand,Low,Sidewalk,,,,,,100,350,,
474,Quillaja saponaria,Soapbark Tree,Tree (evergreen),Summer,> 24 ft,Sun,,Low,Sidewalk,,,,,,100,350,500,800
475,Ulmus japonica x wilsoniana ‘Accolade’,Accolade Elm,Tree (deciduous),Spring,> 24 ft,Sun,Clay;Loam;Sand,Low,Sidewalk,,,,,,100,350,500,800
476,Ulmus parvifolia x carpinifolia ‘Frontier’,Frontier Hybrid Elm,Tree (deciduous),Fall,> 24 ft,Sun,,Moderate,Sidewalk,,,,,,350,600,500,800
477,Hebe spp.,Hebe,Shrub (evergreen),,1-3 ft,Sun;Part shade,,Low,Garden,,,,,,100,350,,
478,Helianthemum nummularium,Sunrose,Shrub (evergreen),,1-3 ft,Sun,,Low,Garden,,,,,,100,350,500,800
479,Ilex vomitoria,Yaupon,Shrub (evergreen),Spring,7-12 ft,Sun;Part shade,Clay;Sand;Loam,Low,Garden,,,,,,100,350,,
480,Lantana montevidensis,Trailing Lantana,Shrub (evergreen),Spring;Summer;Fall;Winter,4-6 ft,Sun,,Low,Sidewalk;Garden,,,,,,100,350,500,800
481,Larrea tridentata,Creosote Bush,Shrub (evergreen),Spring;Summer;Fall;Winter,4-6 ft,Sun,Many,None,Garden,,,,,,0,0,500,800
482,Lavatera  assurgentiflora,Tree Mallow,Shrub (evergreen),Spring;Summer;Fall,7-12 ft,Sun,Sand;Loam,None,Garden,,,,,,0,0,500,800
483,Leonotis leonurus,Lion's Tail,Shrub (evergreen),Spring;Summer;Fall;Winter,13-24 ft,Sun,,Low,Sidewalk;Garden,,,,,,100,350,500,800
484,Viguiera parishii,Desert Goldeneye,Perennial,Spring;Summer,1-3 ft,Sun,Sand;Loam,None,Garden,,,,,,0,0,500,800
485,Leucophyllum spp.,Texas Ranger,Shrub (evergreen),Summer;Fall,4-6 ft,Sun,,Low,Sidewalk;Garden,,,,,,100,350,500,800
486,Leucospermum spp.          ,Pincushion Plant,Shrub (evergreen),Spring;Winter,4-6 ft,Sun,,Low,Garden,,,,,,100,350,500,800
487,Lupinus spp.,Lupine,Shrub (evergreen),,Varies,Sun,,None,Garden,,,,,,0,0,500,800
488,Lupinus argenteus,Silvery Lupine,Shrub (evergreen),Summer,,Sun,Loam;Sand,None,Garden,,,,,,0,0,500,800
489,Melianthus major,Honey Bush,Shrub (evergreen),Spring;Winter,7-12 ft,Part Shade,,Low,Garden,,,,,,100,350,100,350
490,Nandina domestica,"	Heavenly Bamboo",Shrub (evergreen),Spring;Summer,4-6 ft,Part Shade,,Low,Sidewalk;Garden,,,,,,100,350,100,350
491,Polygala fruticosa ‘petite butterflies',Sweet Pea Shrub,Shrub (evergreen),Spring;Summer;Fall;Winter,1-3 ft,Sun;Part shade,,Low,Garden,,,,,,100,350,,
492,Prunus lusitanica,Portugal Laurel,Tree (evergreen),,13-24 ft,Sun,,Low,Garden,,,,,,100,350,500,800
493,Punica granatum 'nana',Dwarf Pomegranate,Shrub (evergreen),Spring;Summer;Fall;Winter,4-6 ft,Sun,,Low,Garden,,,,,,100,350,500,800
494,Rhaphiolepis indica,Indian Hawthorne,Shrub (evergreen),Spring,4-6 ft,Sun,,Low,Garden,,,,,,100,350,500,800
495,Rhus integrifolia,Lemonade Berry,Shrub (evergreen),Spring,7-12 ft,Sun,Sand;Loam,None,Garden,,,,,,0,0,500,800
496,Ribes malvaceum,chaparral currant,Shrub (evergreen),Spring;Winter,4-6 ft,Sun;Part shade,Sand;Loam,None,Garden,,,,,,0,0,,
497,Sarcococca hookeriana humilis,Sweet Sarcococca,Shrub (evergreen),Spring,4-6 ft,Part Shade;Shade,,Low,Sidewalk;Garden,,,,,,100,350,0,350
498,Teucrium fruticans,Bush Germander,Shrub (evergreen),Summer;Fall,4-6 ft,Sun,,Low,Sidewalk;Garden,,,,,,100,350,500,800
499,Trichostema lanatum,Woolly Blue Curls,Shrub (evergreen),Spring;Summer,4-6 ft,Sun,Sand;Loam,None,Garden,,,,,,0,0,500,800
500,Vitex agnus-castus,Chaste Tree,Shrub (evergreen),Spring;Summer,7-12 ft,Sun,,Low,Garden,,,,,,100,350,500,800
501,Westringia fruticosa,Coast Rosemary,Shrub (evergreen),Spring;Summer;Fall;Winter,7-12 ft,Sun,,Low,Sidewalk;Garden,,,,,,100,350,500,800
502,Achillea spp.,Yarrow,Perennial,,Varies,Sun,,Low,Sidewalk;Garden,,,,,,100,350,500,800
503,Anigozanthos spp.,Kangaroo Paw,Perennial,,1-3 ft,Sun,,Low,Garden,,,,,,100,350,500,800
504,Arum italicum,Italian Arum,Perennial,Spring;Summer,< 1 ft,Part Shade;Shade,Sand;Loam,None,Garden,,,,,,0,0,0,350
505,Ballota pseudodictamnus,Grecian Horehound,Perennial,Summer,1-3 ft,Sun,,None,Garden,,,,,,0,0,500,800
506,Beaucarnea recurvata,Ponytail palm,Perennial,Spring;Summer,7-12 ft,Sun,Sand;Loam;Clay,None,Garden,,,,,,0,0,500,800
507,Brodiaea spp.,Brodiaea,Perennial,,1-3 ft,Sun,Rock,None,Sidewalk;Garden,,,,,,0,0,500,800
508,Calandrinia spectabilis,Rock Purslane,Succulent,Spring;Summer,1-3 ft,Sun;Part shade,,Low,Garden,,,,,,100,350,,
509,Erigeron spp.,Seaside Daisy,Perennial,,1-3 ft,Sun,,Low,Garden,,,,,,100,350,500,800
510,Dymondia margaretae,Dymondia,Perennial,Summer,< 1 ft,Sun;Part shade,Sand;Loam,Low,Sidewalk;Garden,,,,,,100,350,,
511,Erigeron karvinskianus,Latin American fleabane,Perennial,Spring;Summer,,Sun,Sand;Loam,Low,Sidewalk;Garden,,,,,,100,350,500,800
512,Geranium incanum,Carpet Geranium,Perennial,Spring;Summer,1-3 ft,Sun;Part shade,Sand;Loam,Low,Garden,,,,,,100,350,,
513,Helleborus argutifolius,Corsican Hellebore,Perennial,Spring;Fall,1-3 ft,Part Shade,Sand;Loam,Low,Garden,,,,,,100,350,100,350
514,Iberis sempervirens,Evergreen Candy Tuft,Perennial,Spring,1-3 ft,Sun;Part shade,,Low,Garden,,,,,,100,350,,
515,Kniphofia uvaria,Red Hot Poker,Perennial,Spring;Summer;Winter,1-3 ft,Sun;Part shade,Sand;Loam,Low,Garden,,,,,,100,350,,
516,Lessingia filaginifolia,California Aster,Perennial,Summer;Fall,1-3 ft,Sun,Sand;Loam,None,Sidewalk;Garden,,,,,,0,0,500,800
517,Libertia peregrinans,Orange Libertia,Perennial,Spring,1-3 ft,Sun;Part shade,,Low,Sidewalk;Garden,,,,,,100,350,,
518,Limonium perezii            ,Sea Lavender,Perennial,Summer,1-3 ft,Sun,Sand;Loam,Low,Sidewalk;Garden,,,,,,100,350,500,800
519,Lobelia laxiflora,Mexican Lobelia,Perennial,Summer,4-6 ft,Sun;Part shade,Sand;Loam;Clay,Low,Sidewalk;Garden,,,,,,100,350,,
520,Lomandra Longifolia ‘Breeze’,Lomondra,Grass,Summer,1-3 ft,Sun;Part shade,,Low,Garden,,,,,,100,350,,
521,Lotus berthelotii,Parrot's Beak,Perennial,Summer,1-3 ft,Sun;Part shade,,Low,Sidewalk;Garden,,,,,,100,350,,
522,Monardella macrantha,red monardella,Perennial,Summer;Fall,,Sun,Sand;Loam,None,Garden,,,,,,0,0,500,800
523,Nepeta x faassenii,Catmint,Perennial,Summer;Fall,1-3 ft,Sun;Part shade,,Low,Garden,,,,,,100,350,,
524,Oenothera speciosa,Mexican Evening Primrose,Perennial,Summer;Fall,1-3 ft,Sun;Part shade,Sand;Loam,Low,Garden,,,,,,100,350,,
525,Osteospermum fruitcosum,African Daisy,Perennial,Summer,1-3 ft,Sun,,Low,Sidewalk;Garden,,,,,,100,350,500,800
526,Penstemon spp.,Penstemon,Perennial,,1-3 ft,Sun;Part shade,,Low,Garden,,,,,,100,350,,
527,Penstemon pinifolius,Pineneedle Beardtongue,Perennial,Spring;Summer,1-3 ft,Part Shade,Sand;Loam,Low,Garden,,,,,,100,350,100,350
528,Perovskia atriplicifolia,Russian Sage,Perennial,Summer;Fall,1-3 ft,Sun,Sand;Loam,Low,Garden,,,,,,100,350,500,800
529,Phormium tenax,New Zealand Flax,Perennial,Spring,4-6 ft,Sun,,Low,Garden,,,,,,100,350,500,800
530,Puya spp.,Puya,Perennial,,7-12 ft,Sun,,None,Garden,,,,,,0,0,500,800
531,Romneya coulteri,Matilija Poppy,Perennial,Spring;Summer,7-12 ft,Sun,Sand;Loam,None,Sidewalk;Garden,,,,,,0,0,500,800
532,Salvia  spp.,Salvia,Perennial,,4-6 ft,Sun,,None,Garden,,,,,,0,0,500,800
533,Sphaeralcea ambigua,Globe Mallow,Perennial,Spring,1-3 ft,Sun,Sand;Loam,None,Garden,,,,,,0,0,500,800
534,Tanacetum parthenium,Feverfew,Perennial,Summer,1-3 ft,Sun,Sand;Loam,Low,Garden,,,,,,100,350,500,800
535,Aeonium spp.,Canary Island Rose,Shrub (evergreen),,1-3 ft,Sun;Part shade,,Low,Sidewalk;Garden,,,,,,100,350,,
536,Agave spp.,Agave,Shrub (evergreen),,Varies,Sun;Part shade,,None,Garden,,,,,,0,0,,
537,Aloe spp.,Aloe,Shrub (evergreen),,Varies,Sun;Part shade,,Low,Garden,,,,,,100,350,,
538,Blechnum spicant,Deer Fern,Fern,,1-3 ft,Part Shade;Shade,Loam;sand,Low,Garden,,,,,,100,350,0,350
539,Bulbine frutescens,Stalked bulbine,Shrub (evergreen),Spring;Summer,1-3 ft,Part Shade,,Low,Garden,,,,,,100,350,100,350
540,Bougainvillea spp.,Bougainvillea,Vine,,13-24 ft,Sun,,Low,Garden,,,,,,100,350,500,800
541,Calystegia macrostegia,California Morning Glory,Vine,Spring;Summer,13-24 ft,Sun,Loam;sand,None,Garden,,,,,,0,0,500,800
542,Chamaerops humilis,Mediterranean Fan Palm ,Palm,,13-24 ft,Sun;Part Shade,,Low,Garden,,,,,,100,350,350,800
543,Clematis spp.,Clematis,Vine,,7-12 ft,Sun,,Low,Garden,,,,,,100,350,500,800
544,Cotyledon orbiculata      ,"Cotyledon, Pigs Ears",Succulent,Summer,1-3 ft,Sun;Part Shade,,Low,Sidewalk;Garden,,,,,,100,350,350,800
545,Delosperma cooperi,Cooper's Ice Plant,Shrub (evergreen),Summer;Fall,1-3 ft,Sun;Part Shade,Sand,Low,Sidewalk;Garden,,,,,,100,350,350,800
546,Echeveria elegans,Hens and Chicks,succulent,Spring;summer,< 1 ft,Sun;Part Shade,,Low,Sidewalk;Garden,,,,,,100,350,350,800
547,Graptopetalum paraguayense,Ghost Plant,succulent,Spring,< 1 ft,Sun;Part Shade,,None,Garden,,,,,,0,0,350,800
548,Gomphrena globosa,Globe Amaranth,Annual,Summer;Fall,1-3 ft,Sun;Part shade,Clay;Sand;Loam,Low,Garden,,,,,,100,350,,
549,Helicotrichon sempervirons,Blue Oat Grass,Grass,Summer,1-3 ft,Sun,,Low,Garden,,,,,,100,350,500,800
550,Lampranthus spectabilis,Trailing Ice Plant,Shrub (evergreen),Spring;summer,1-3 ft,Sun,,Low,Garden,,,,,,100,350,500,800
551,Elymus condensatus,Giant Wild Rye,Grass,Summer,7-12 ft,Sun;Part shade,Clay;loam,None,Garden;Roof,,,,,,0,0,,
552,Rhodocoma arida,Rhodocoma,Grass,Fall;Winter,4-6 ft,Sun;Part Shade,,Low,Garden,,,,,,100,350,350,800
553,Rosa banksiae,Lady Banks Rose,Vine,Spring,13-24 ft,Sun,,Low,Garden,,,,,,100,350,500,800
554,Sedum spp.,Stonecrop,Shrub (evergreen),,Varies,Sun;Part Shade,,Low,Garden,,,,,,100,350,350,800
555,Senecio spp.,Blue Chalk Stalks,Shrub (evergreen),,1-3 ft,Sun;Part Shade,,Low,Garden,,,,,,100,350,350,800
556,Yucca spp.,Bright Star Yucca,Shrub (evergreen),,Varies,Sun,,None,Garden,,,,,,0,0,500,800
557,Ribes spp.,Red flowering currant,Shrub (evergreen),,7-12 ft,Sun;Part Shade,,Low,Garden,,,,,,100,350,350,800
558,Eriogonum spp.,California Buckwheat,Perennial,,4-6 ft,Sun,,None,Sidewalk;Garden,,,,,,0,0,500,800
559,Achillea clavennae,Silver yarrow,Perennial,Summer;Fall,< 1 ft,Sun,,Low,Sidewalk;Garden,,,,,,100,350,500,800
560,Aeonium arboreum varieties,Tree aenium,Succulent,Summer,1-3 ft,Sun;Part Shade,,Low,Sidewalk;Garden,,,,,,100,350,350,800
561,Aeonium decorum varieties,Green pinwheel,Succulent,Summer,< 1 ft,Sun;Part Shade,,Low,Sidewalk;Garden,,,,,,100,350,350,800
562,Agapanthus hybrids,Lily-of-the-Nile,Perennial,Summer;Fall,1-3 ft,Sun;Part Shade,Sand;Loam;Clay,Low,Sidewalk;Garden,,,,,,100,350,350,800
563,Agave bracteosa 'Mediopicta Alba','Mediopicta Alba' Squid,Succulent,,1-3 ft,Sun,,Low,Sidewalk;Garden,,,,,,100,350,500,800
564,Agave attenuata 'Nova',Nova,Succulent,,1-3 ft,Sun;Part Shade;Shade,,Low,Sidewalk;Garden,,,,,,100,350,0,800
565,Aloe 'Johnson's hybrid','Johnson's hybrid',Succulent,Spring;Summer;Fall;Winter,< 1 ft,Sun;Part Shade,Loam;sand,Low,Sidewalk;Garden,,,,,,100,350,350,800
566,Anemone x hybrida,Japanese Anemon,Perennial,Summer;Fall,< 1 ft,Sun;Part Shade,,Low,Sidewalk;Garden,,,,,,100,350,350,800
567,Anigozanthos hybrids,Kangaroo Paw,Perennial,,1-3 ft,Sun,Sand,Low,Sidewalk;Garden,,,,,,100,350,500,800
568,Arctostaphylos uva ursi 'Radiant',Radiant Bearberry,Shrub (evergreen),Spring;Winter,< 1 ft,Sun;Part Shade,Many,None,Sidewalk;Garden,,,,,,0,0,350,800
569,Artemisia 'Powis Castle',Silver Sage,Perennial,,1-3 ft,Sun,,Low,Sidewalk;Garden,,,,,,100,350,500,800
570,Artemisia pycnocephala 'David's Choice ',Sandhill sage,Perennial,Spring;Summer,1-3 ft,Sun,,None,Sidewalk;Garden,,,,,,0,0,500,800
571,Bouteloua dactyloides,Buffalo Grass,Perennial,Spring,< 1 ft,Sun,clay;loam,Low,Sidewalk;Garden,,,,,,100,350,500,800
572,Calamagrostis foliosa,Cape Mendicino Reed Grass,Perennial,Summer;Fall,1-3 ft,Sun,Sand;Loam,Low,Sidewalk;Garden,,,,,,100,350,500,800
573,Carex buchananii,Leather leaf sedge,Shrub (evergreen),Summer,1-3 ft,Sun;Part Shade,,Moderate,Sidewalk;Garden,,,,,,350,600,350,800
574,Carex texensis,Catlin sedge,Shrub (evergreen),Summer,< 1 ft,Part shade;Shade,,Low,Sidewalk;Garden,,,,,,100,350,,
575,Ceanothus griseus horizontalis,Carmel creeper,Shrub (evergreen),Spring;Winter,1-3 ft,Sun;Part Shade,Sand;Loam,None,Sidewalk;Garden,,,,,,0,0,350,800
576,Ceanothus thyrsiflorus repens,Low Blue Blossom,Shrub (evergreen),,1-3 ft,Sun;Part Shade,Clay;loam;Sand,None,Sidewalk;Garden,,,,,,0,0,350,800
577,Cistus 'Sunset',Magenta rockrose,Shrub (evergreen),Spring;Summer,1-3 ft,Sun,,Low,Sidewalk;Garden,,,,,,100,350,500,800
578,Clivia miniata,Orange Clivia,Perennial,Spring;Summer;Fall;Winter,1-3 ft,Part shade;Shade,,,Garden;Potted Plant;Sidewalk,,,,,,,,,
579,Convolvulus cneorum,Bush morninglory,Shrub (evergreen),Spring;Summer;Fall,1-3 ft,Sun;Part Shade,Sand;Loam,Low,Sidewalk;Garden,,,,,,100,350,350,800
580,Coprosma petriei  'Verde Vista',Creeping coprosma,Shrub (evergreen),,1-3 ft,Sun;Part Shade,,None,Sidewalk;Garden,,,,,,0,0,350,800
581,Cordyline 'Electric Pink',Electric Pink Grass Tree,Perennial,Spring,4-6 ft,Sun,,Low,Sidewalk;Garden,,,,,,100,350,500,800
582,Correa 'Dusky Bells',Australian fuschia,Shrub (evergreen),Spring,1-3 ft,Sun;Part Shade;Shade,Sand;Loam,Low,Sidewalk;Garden,,,,,,100,350,0,800
583,Correa 'Ivory Bells',Australian fuschia,Shrub (evergreen),Spring,1-3 ft,Sun;Part Shade,Sand;Loam,Low,Sidewalk;Garden,,,,,,100,350,350,800
584,Cotoneaster dammeri 'LowFast',Bearberry Cotoneaster,Shrub (evergreen),Spring,< 1 ft,Sun;Part Shade;Shade,,Low,Sidewalk;Garden,,,,,,100,350,0,800
585,Crassula ovata,Jade Plant,Succulent,Spring;Winter,< 1 ft,Sun;Part Shade,Sand;Loam,Low,Sidewalk;Garden,,,,,,100,350,350,800
586,Crassula multicava,Cape Province Pygmyweed,Succulent,Winter,< 1 ft,Sun;Part Shade;Shade,Sand;Loam,Low,Sidewalk;Garden,,,,,,100,350,0,800
587,Cyclamen hederifolium,Persian Violet,Perennial,Summer;Fall,< 1 ft,Sun;Part Shade;Shade,,Low,Sidewalk;Garden,,,,,,100,350,0,800
588,Dianella tasmanica variegata,Flax Lily,Grass,Spring,1-3 ft,Sun,,,Sidewalk;Garden,,,,,,,,500,800
589,Dietes bicolor,Fortnight Lily,Perennial,Spring;Fall,1-3 ft,Sun;Part Shade,Sand;Loam,Low;Moderate,Sidewalk;Garden,,,,,,,,350,800
590,Dietes iridioides,African Iris,Perennial,Spring;Fall,1-3 ft,Sun;Part Shade,,,Sidewalk;Garden,,,,,,,,350,800
591,Distictis buccinatoria,Blood Red Trumpet Vine,Vine,Summer,13-24 ft,Sun,,,Sidewalk;Garden,,,,,,,,500,800
592,Drosanthemum floribundum,Rosea Ice Plant,Perennial,Spring;Summer,< 1 ft,Sun,,Low,Sidewalk;Garden,,,,,,100,350,500,800
593,Dryas octopetala,Mountain Dryad,Perennial,Spring;Summer,1-3 ft,Sun,Sand;Loam,Low,Sidewalk;Garden,,,,,,100,350,500,800
594,Echeveria agavoides 'Maria',Wax Agave,Succulent,Spring;Summer,< 1 ft,Sun;Part Shade,,Low,Garden;Sidewalk;Roof,,,,,,100,350,350,800
595,Echeveria 'Blue Bedder',,Succulent,Spring;Winter,< 1 ft,Sun;Part Shade,,Low,Sidewalk;Garden,,,,,,100,350,350,800
596,Echeveria harmsii,Echeveria,Succulent,Spring;Summer;Fall;Winter,< 1 ft,Sun;Part Shade,,Low,Sidewalk;Garden,,,,,,100,350,350,800
597,Echeveria imbricata,Hens and Chicks,Succulent,Spring;Summer,< 1 ft,Sun;Part Shade,,Low,Garden;Sidewalk;Roof,,,,,,100,350,350,800
598,Echeveria juarezensis,Juareze Hens and Chicks,Succulent,summer,< 1 ft,Sun;Part Shade,,Low,Sidewalk;Garden,,,,,,100,350,350,800
599,Elymus magellanicus,"Blue Wheatgrass, Magellan Wheatgrass",Grass,Spring;Summer,1-3 ft,Sun;Part Shade,Sand;Loam,Low,Sidewalk;Garden,,,,,,100,350,350,800
600,Epilobium septentrionale,Humboldt County Fuchsia,Perennial,Summer,< 1 ft,Sun;Part Shade,Sand;Loam,Low,Sidewalk;Garden,,,,,,100,350,350,800
601,Eriogonum grande rubescens  ,Red buckwheat,Perennial,Summer;Fall,< 1 ft,Sun,Sand;Loam;Clay,None,Sidewalk;Garden,,,,,,0,0,500,800
602,Euphorbia amygdaloides,wood spurge,Perennial,Spring;Summer,1-3 ft,Part Shade,,Low,Sidewalk;Garden,,,,,,100,350,100,350
603,Euphorbia x. martinii,,Perennial,Spring,1-3 ft,Sun;Part Shade,,Moderate,Sidewalk;Garden,,,,,,350,600,350,800
604,Graptosedum 'Vera Higgins',,Succulent,Spring;Summer,1-3 ft,Sun;Part Shade,,Low,Sidewalk;Garden,,,,,,100,350,350,800
